Record,Site_ID,Lat_Field,Long_Field,DRNAREA_mi2,Stream_name,Period,Region,Climate Class,Original Site,Class_actual,Class_nominal,Class_OSDAM,Class_final,Class_comb,SI_macro,SI_amph,SI_fish,Date,Time_tot,B&B,Structure,Texture,Erosion,Deposition,Sinuosity,Headcuts,GW,Springs,Leaflitter,Debris,Redox,Wetl_pl_M09,Roots,Mosses,Bacteria,Macro_M08,Macro_M09,Amph_M08,Amph_M09,Fish,Lichen,Riparian,Tot_geo_M09,Tot_hyd,Tot_bio_M09,Tot_all_M09,Width,Length,Slope_v,Slope_t,%Bedrock,SW_char,%SF,%SF_hyp,Pools,Q,Temp,Conduct,Thalwag,Straight,Ratio,Bends,Trichop,Hemip,Coleop,Decap,Ephem,Plecop,Basom,Odon,Other_macro,Macro_M09b,Macro_ind,Amph_ind,Wtl_pl_ind,Wet_hole,Dry_hole,Condition,Condition_2,Macro_present,Wtl_pl_present,Ephem_present,Per_macro_present,Slope_16,Slope_10_5
53,60,43.77572,-118.18162,3.19,Unnamed trib to Kingsburry Gulch,S09,OR_e,S,Y,E,E,E,E,E,0,0,0,3/24/2009,0:33,2,1,3,1.5,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0.83,33.3,44,42,60,Surface water absent,0,VNA,0,0,NA,NA,33.3,31.5,1.06,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-20,VNA,natural,0,0,0,0,1,0
54,61,43.77419,-118.18554,19.9,Unnamed trib to Kingsburry Gulch,S09,OR_e,S,Y,I,P,P,I,I,1,0,0,3/24/2009,1:20,3,3,3,1.5,3,1,1.5,0,2,1.5,1,0,1.5,3,1.5,0,2,2,0,0,0,1.5,3,16,4.5,12.5,33,1.4,56,5,5,NR,Continuous surface flow,100,VNA,NA,0.00379,6.6,620,56,52.5,1.07,4,4,2,2,0,0,3,0,0,0,2,2 EPT,none,VNA,0,NA,VNA,natural,1,1,0,0,0,1
55,62,43.75391,-118.43787,0.19,Unnamed trib to Stinkingwater Creek,S09,OR_e,S,Y,E,E,I,E,E,0,0,0,3/25/2009,0:40,3,2,3,1.5,3,2,0,0,0,1.5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,14.5,3,1,18.5,0.73,30,2,2,0,Surface water absent,0,VNA,0,0,NA,NA,30,26.5,1.13,1.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
56,63,43.72819,-118.50715,0.19,Unnamed trib to Stinkingwater Creek,S09,OR_e,S,Y,I,I,P,I,I,1,0,0,3/25/2009,1:30,3,3,3,1.5,3,0,1.5,3,3,1.5,1,0,1.5,3,0.5,2,2,3,0,0,0,1,3,15,8.5,14,37.5,4.06,199,13,13,0,Continuous surface flow,100,VNA,NA,TS,2.5,138,100,96.5,1.04,NR,0,0,1,0,0,1,0,0,1,4,mussels,none,VNA,-2,NA,VNA,modified natural,1,1,0,1,0,0
57,64,43.72509,-119.0021,0.09,Unnamed trib to Poision Creek,S09,OR_e,D,Y,E,I,E,E,E,0,0,0,5/13/2009,0:35,1,0,1,0,0,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,0,1,6.5,0.48,30,42,38,5,Surface water absent,0,VNA,0,0,NA,NA,30,26.8,1.12,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-10,VNA,natural,0,0,0,0,1,0
58,65,43.73016,-119.00668,14,Unnamed trib to Poision Creek,S09,OR_e,D,Y,P,P,P,I,I,1,0,0,5/13/2009,1:00,3,3,3,1.5,3,1,0.5,2,1,1.5,1.5,0,1.5,3,1,0,3,3,0,0,0,0,3,15,6,11.5,32.5,1.1,44,4,4,0,Continuous surface flow,100,VNA,NA,0.02803,3,108.9,44,42.3,1.04,2,4,0,1,0,4,4,0,0,0,3,5 EPT,none,VNA,-5,NA,VNA,modified natural,1,1,1,0,0,1
59,66,43.75846,-119.003,7.26,Unnamed trib to Poision Creek,S09,OR_e,D,Y,P,P,P,P,P,1,0,0,5/13/2009,0:55,3,3,3,1.5,3,1,0.5,3,3,1.5,1.5,0,1.5,3,1,1,3,3,0,0,0,0,3,15,9,12.5,36.5,1.03,40,4,4,0,Continuous surface flow,100,VNA,NA,0.02828,5.5,112.7,40,38.3,1.04,5,2,2,2,1,4,4,2,0,0,4,5 EPT,none,VNA,-5,NA,VNA,modified natural,1,1,1,1,0,1
60,67,43.77722,-119.00016,4.74,Unnamed trib to Poision Creek,S09,OR_e,D,Y,I,I,P,I,I,1,1,0,5/13/2009,0:50,3,3,3,1.5,3,1,1.5,2,2,1.5,1.5,0,0.75,2,0.5,0,2,2,0,1.5,0,0,2,16,7,8.75,31.75,1.03,44,7,7,0,Continuous surface flow,100,VNA,NA,0.00201,6.3,59.9,44,42.5,1.04,3,0,0,1,0,0,1,0,0,4,2,beetle larva,amphibian eggs,VNA,0,NA,VNA,modified natural,1,1,0,0,0,1
61,68,43.78412,-118.99939,4.08,Unnamed trib to Poision Creek,S09,OR_e,D,Y,P,P,P,I,I,1,1,0,5/13/2009,0:55,3,1,2,0.5,3,0,0,2,2,1.5,1.5,1.5,1.5,3,0,1,3,3,0,1.5,0,0,2,9.5,8.5,12,30,1.27,32,1,1,0,Continuous surface flow,100,VNA,NA,0.01376,9.9,129.2,32,31.5,1.02,0.5,2,3,2,0,4,4,0,0,0,3,5 EPT,NA,VNA,0,NA,VNA,ditched,1,1,1,0,0,1
62,74,42.35164,-118.83721,0.16,Unnamed trib to Long Hollow,S09,OR_e,S,Y,E,E,E,E,E,0,0,0,3/24/2009,0:26,2,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,4.5,0.7,30,7,7,0,Surface water absent,0,VNA,0,0,NA,NA,30,28.7,1.05,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,NA,VNA,natural,0,0,0,0,0,1
63,75,42.16487,-118.60408,10.4,Little Cottonwood Creek,S09,OR_e,D,Y,I,P,P,I,I,1,0,0,3/24/2009,1:10,3,3,3,1.5,3,2,0.5,0,0,1.5,1.5,0,0,3,0,0,3,3,0,0,0,0,2,16,3,8,27,3,120,3,3,0,Continuous surface flow,100,VNA,NA,0.12194,5,183.7,120,107,1.12,3,2,0,0,0,3,1,0,0,2,3,5 EPT,none,VNA,-30,NA,VNA,modified natural,1,0,1,0,0,1
64,76,41.99907,-119.34003,0.62,Unnamed trib to Sage Hen Creek,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/24/2009,0:15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,30,1,1,0,Surface water absent,0,VNA,0,0,NA,NA,NA,30,NA,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
65,77,42.00054,-119.38972,0.38,Unnamed trib to Sage Hen Creek,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/24/2009,0:25,1,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3.5,0.45,30,3,3,0,Surface water absent,0,VNA,0,0,NA,NA,30,29,1.03,1.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
66,78,42.08057,-119.59604,0.25,Unnamed trib to Piute Creek,S09,OR_e,S,Y,E,E,I,E,E,0,0,0,3/24/2009,0:25,3,2,2,1,1,2,0.5,0,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,11.5,0.5,2,14,0.9,73.2,9,8,0,Surface water absent,0,VNA,0,0,NA,NA,73.2,61,1.2,2.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-30,VNA,natural,0,0,0,0,0,1
67,79,42.08511,-119.61683,10.8,Unnamed trib to Piute Creek,S09,OR_e,S,Y,E,I,E,I,E,0,0,0,3/24/2009,0:40,3,1,3,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9.5,0,1,10.5,3.23,129.3,1,1,0,Surface water absent,0,VNA,0,0,NA,NA,129.3,119,1.09,3,0,0,0,0,0,0,4,0,0,1,none,none,VNA,NA,-30,VNA,natural,1,0,0,0,0,1
68,80,42.09296,-119.65202,0.6,Unnamed trib to Piute Creek,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/24/2009,0:30,1,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.5,0,0,3.5,0.35,30,2,2,0,Surface water absent,0,VNA,0,0,NA,NA,30,27.5,1.09,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-40,VNA,natural,0,0,0,0,0,1
69,81,42.10116,-119.71201,0.39,Unnamed trib to Greaser Canyon,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/25/2009,0:25,2,1,2,1,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,10.5,0.83,33.2,15,15,40,No observable surface flow but at least one pool present,0,VNA,2,0,NA,NA,33.2,32.3,1.03,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-20,VNA,natural,0,0,0,0,0,0
70,82,42.10483,-119.73469,0.24,Unnamed trib to Greaser Canyon,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/25/2009,0:20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.6,30,10,10,5,Surface water absent,0,VNA,0,0,NA,NA,30,29.5,1.02,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-35,VNA,natural,0,0,0,0,0,1
71,83,42.10752,-119.74735,0.06,Greaser Canyon,S09,OR_e,S,Y,E,I,I,E,E,0,0,0,3/25/2009,0:35,3,3,3,1,3,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,15.5,2.06,82.6,4,4,20,Surface water absent,0,VNA,0,0,NA,NA,82.6,80.5,1.03,2.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-30,VNA,natural,0,0,0,0,0,1
72,84,42.18121,-119.97511,258,Unnamed trib to Deep Creek,S09,OR_e,D,Y,E,I,I,E,E,0,0,0,3/25/2009,0:25,3,3,3,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,1,17,1.26,50.6,7,6,0,Surface water absent,0,VNA,0,0,NA,NA,50.6,42,1.2,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
73,85,42.18488,-119.99065,0.2,Unnamed trib to Deep Creek,S09,OR_e,D,Y,E,E,I,E,E,0,0,0,3/25/2009,0:22,3,2,2,1.5,2,1,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,2,15,1.06,42.6,23,22,0,Surface water absent,0,VNA,0,0,NA,NA,42.6,41,1.04,0.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,1,0
74,86,42.18522,-119.99137,0.2,Unnamed trib to Deep Creek,S09,OR_e,D,Y,E,E,I,E,E,0,0,0,3/25/2009,0:22,3,3,3,1.5,3,1,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,2,18,1.4,56,22,20,0,Surface water absent,0,VNA,0,0,NA,NA,56,52,1.08,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-42,VNA,natural,0,0,0,0,1,0
75,87,42.19072,-120.00322,0.85,Unnamed trib to Deep Creek,S09,OR_e,D,Y,E,I,I,E,E,0,0,0,3/25/2009,0:22,3,3,3,1,3,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.5,0,1,15.5,1.06,42.6,12,12,0,Surface water absent,0,VNA,0,0,NA,NA,42.6,42,1.01,0.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-35,VNA,natural,0,0,0,0,0,0
76,88,42.20023,-120.01082,0.11,Unnamed trib to Deep Creek,S09,OR_e,D,Y,I,I,I,I,I,1,0,0,3/25/2009,1:00,3,3,3,1,1,1,1,0,2,1.5,0.5,0,0,0,0.5,0,2,2,0,0,0,1,0,13,4,3.5,20.5,1.4,56,8,7,0,Surface flow present but not continuous,90,VNA,0,TS,1.5,353,56,52,1.08,3,0,0,0,1,0,0,0,0,1,2,Dytiscidae,none,VNA,-10,-30,VNA,natural,1,0,0,0,0,1
77,93,42.32926,-120.85497,0.93,Unnamed trib to Ish Tish Creek,S09,OR_e,D,Y,E,I,I,E,E,0,0,0,5/12/2009,0:35,3,3,3,1.5,3,2,1.5,0,0,0.5,1.5,0,0,1,0,0,0,0,0,0,0,0,1,17,2,2,21,0.96,45.3,8,7,5,Surface water absent,0,VNA,0,0,NA,NA,45.3,41,1.1,4,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-20,VNA,natural,0,0,0,0,0,1
78,94,42.3915,-121.37127,6.69,Unnamed trib to Whiskey Creek,S09,OR_e,D,Y,I,I,P,I,I,1,1,0,5/12/2009,1:30,3,3,3,1.5,3,2,1,2,0,1.5,1.5,0,1.5,3,1.5,1,2,3,1.5,1.5,0,0,3,16.5,5,14.5,36,2.8,100,1,1,0,Continuous surface flow,100,VNA,NA,0.00618,11.6,65.8,100,90.5,1.1,4,0,3,2,0,4,0,0,0,4,3,Dytiscidae,amphibian eggs,VNA,-5,NA,VNA,natural,1,1,1,0,0,1
79,95,43.3687,-119.67022,48.5,Big Stick Creek,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/26/2009,0:22,1,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3.5,0.6,30,2,2,0,Surface water absent,0,VNA,0,0,NA,NA,30,28.6,1.05,3,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
80,96,43.53835,-119.70568,0.06,Unnamed trib to South Fork Creek,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/26/2009,0:20,2,0,2,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,6.5,0.73,30,5,4,0,Surface water absent,0,VNA,0,0,NA,NA,30,26.3,1.14,3,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
81,97,43.588,-119.96394,0.32,Unnamed trib to Misery Flat,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/26/2009,0:45,2,1,1,0.5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.5,0,2,8.5,0.76,30.6,2,2,0,Surface water absent,0,VNA,0,0,NA,NA,30.6,26,1.18,1.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
82,98,43.58849,-119.99715,0.33,Unnamed trib to Misery Flat,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/26/2009,0:35,1,0,1,0.5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3.5,0,2,5.5,0.55,30,1,1,0,Surface water absent,0,VNA,0,0,NA,NA,30,28.5,1.05,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-40,VNA,natural,0,0,0,0,0,1
83,99,43.96074,-120.74556,0.64,Unnamed trib to Sage Hollow,S09,OR_e,S,Y,E,I,I,E,E,0,0,0,3/23/2009,1:02,3,1,3,1,3,1,0,0,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,12,0.5,2,14.5,1.53,61,5,5,0,Surface water absent,0,VNA,0,0,NA,NA,61,58,1.05,2.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-35,VNA,natural,0,0,0,0,0,1
84,101,44.02051,-120.70044,184,Bear Creek,S09,OR_e,S,Y,P,P,P,P,P,1,0,1,3/23/2009,1:30,3,3,3,1,3,0,1,0,0,1.5,1.5,1.5,1.5,3,1.5,0,3,3,0,0,3,0,3,14,4.5,15,33.5,2.26,91,1,1,0,Continuous surface flow,100,VNA,NA,0.05749,8.3,498.7,91,90,1.01,5,1,2,2,2,2,0,1,1,3,4,Juga,none,VNA,-20,NA,VNA,natural,1,1,1,1,0,1
85,102,44.02593,-120.70131,6.33,Salt Creek,S09,OR_e,S,Y,E,P,I,E,E,0,0,0,3/23/2009,0:31,2,3,3,1,3,2,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,15,0.5,0.5,16,0.9,36,7,6,0,Surface water absent,0,VNA,0,0,NA,NA,36,31,1.16,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-55,VNA,natural,0,0,0,0,0,1
86,103,44.08641,-120.77918,1.91,Unnamed trib to Prineville Reservoir,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/23/2009,0:45,0,1,1,0.5,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,4.5,0.8666,34.3,4,4,0,Surface water absent,0,VNA,0,0,NA,NA,34.3,34.3,1,1,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-40,VNA,natural,0,0,0,0,0,1
87,104,44.09433,-120.78623,0.43,Unnamed trib to Prineville Reservoir,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/23/2009,0:48,2,2,1,0.5,1,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,9.5,0,0.5,10,2.7,108,9,7,40,Surface water absent,0,VNA,0,0,NA,NA,108,88,1.23,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-45,VNA,modified natural,0,0,0,0,0,1
88,105,44.14732,-120.82568,0.07,Unnamed trib to Crooked River,S09,OR_e,S,Y,E,I,E,E,E,0,0,0,3/23/2009,1:04,1,1,1,0.5,1,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0.9,36,29,27,2,Surface water absent,0,VNA,0,0,NA,NA,36,33.5,1.07,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-21,VNA,natural,0,0,0,0,1,0
89,106,44.522,-121.9944,2.42,Unnamed trib to North Santiam River,S09,OR_w,V,N,E,E,E,E,E,0,0,0,5/29/2009,0:36,2,1,1,0.5,1,2,0.5,1,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,NA,NA,8,1.5,1.5,11,0.6,30,7,6,0,Surface flow present but not continuous,1,VNA,1,TS,7,41.2,30,27,1.11,1.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-50,VNA,natural,0,0,0,0,0,1
90,107,43.64674,-122.19525,0.38,Unnamed trib to Salt Creek,S09,OR_w,V,N,P,E,P,P,P,1,0,0,5/20/2009,0:35,3,3,3,1.5,3,2,1.5,0,3,1.5,1.5,0,1.5,3,0,0,2,3,0,0,0,0,NA,17,6,7.5,30.5,1.46,46,40,35,20,Continuous surface flow,100,VNA,NA,0.05948,8.5,73.3,46,40,1.15,1.5,2,0,0,0,2,0,0,0,0,4,free living caddisfly,none,VNA,0,NA,VNA,natural,1,1,1,1,1,0
91,112,44.400818,-122.355923,0.3,Unnamed trib to South Santiam River,S09,OR_w,V,Y,P,P,P,P,P,1,0,0,5/27/2009,0:55,3,3,3,1.5,3,1,1.5,3,3,1.5,1,0,0.75,3,0,0,3,3,0,0,0,NA,NA,16,8.5,6.75,31.25,1.8,69.6,26,24,80,Continuous surface flow,100,VNA,NA,0.01328,10.4,44.9,69.6,65.3,1.07,4,2,2,0,0,3,3,0,1,0,3,5 EPT,none,VNA,10,NA,VNA,natural,1,1,1,0,1,0
92,113,44.75653,-122.30584,0.39,Unnamed trib to North Santiam River,S09,OR_w,V,Y,P,P,P,P,P,1,0,0,5/29/2009,0:27,3,3,3,1.5,3,1,1.5,2,0,1.5,1.5,0,0.75,3,0.5,0,3,3,0,0,0,NA,NA,16,5,7.25,28.25,1.63,60,28,26,15,Continuous surface flow,100,VNA,NA,TS,8.8,43.3,60,55,1.09,2.5,3,0,0,0,3,3,0,0,0,4,giant stonefly,none,VNA,-10,NA,VNA,natural,1,1,1,1,1,0
93,114,44.39709,-122.12478,0.22,Unnamed trib to Hackleman Creek,S09,OR_w,V,Y,I,I,I,I,I,0,0,0,5/27/2009,0:35,3,3,3,1.5,3,1,1.5,0,0,1.5,1.5,0,0.5,3,0,0,2,2,0,0,0,NA,NA,16,3,5.5,24.5,2.13,88,15,14,15,Continuous surface flow,100,VNA,NA,0.22211,6.5,17.4,88,80.5,1.09,3.5,0,0,0,0,3,1,0,0,2,2,2 EPT,none,VNA,-30,NA,VNA,natural,1,0,1,0,0,0
94,115,44.42895,-121.8749,0.09,Unnamed Trib to Hoodoo Creek,S09,OR_w,V,N,I,I,P,I,I,1,1,0,5/27/2009,0:31,3,3,3,1.5,3,1,1.5,1,0,1.5,1.5,0,0.75,3,0,0,1,2,1,1.5,0,0,NA,16,4,7.25,27.25,1.2,30.6,12,11,0,Continuous surface flow,100,VNA,NA,0.19913,4.3,25.2,30.6,28,1.09,3.5,1,0,0,0,1,0,0,0,0,2,northern caddisfly,amphibian eggs,VNA,-30,NA,VNA,natural,1,1,0,0,0,0
95,116,44.39901,-122.23802,0.14,Storm Creek,S09,OR_w,V,N,I,P,P,I,I,1,1,0,5/27/2009,1:05,3,3,3,1.5,3,1,1.5,2,0,1.5,1.5,0,0.75,2,0,0,3,3,1.5,1.5,0,NA,NA,16,5,7.25,28.25,1.47,60,11,10,0,Continuous surface flow,100,VNA,NA,0.00104,12.3,51.8,60,56,1.07,3,1,2,1,0,4,4,0,1,0,3,5 EPT,pacific giant salamander,VNA,-5,NA,VNA,natural,1,1,1,0,0,0
96,118,44.72491,-122.2507,0.19,Unnamed trib to North Santiam River,S09,OR_w,V,N,E,I,I,E,E,0,0,0,5/29/2009,0:32,3,3,3,1,3,1,1.5,0,0,0,1.5,0,0.5,1,0,0,0,0,0,0,0,NA,NA,15.5,1.5,1.5,18.5,0.8,32.7,55,50,5,Surface water absent,0,VNA,0,0,NA,NA,32.7,30,1.09,2,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-30,VNA,natural,0,0,0,0,1,0
97,119,45.11633,-122.0755,0.12,Unnamed trib to Clackamas River,S09,OR_w,V,Y,P,I,P,P,P,1,0,0,4/30/2009,1:05,3,3,3,1.5,3,1,1.5,2,0,1.5,1.5,0,0.75,3,1,0,3,3,0,0,0,NA,NA,16,5,7.75,28.75,1.63,54.7,45,42,0,Continuous surface flow,100,VNA,NA,0.02432,6.1,40.8,54.7,51.5,1.06,2,3,0,0,0,4,3,0,1,0,3,5 EPT,none,VNA,0,NA,VNA,natural,1,1,1,0,1,0
98,120,44.39543,-122.11912,0.04,Unnamed trib to Hackleman Creek,S09,OR_w,V,Y,I,I,I,I,I,0,0,0,5/27/2009,0:20,3,3,3,1.5,3,2,1.5,0,0,1.5,1.5,0,0,3,0,0,1,1,0,0,0,NA,NA,17,3,4,24,1.1,53.3,79,65,50,Continuous surface flow,100,VNA,NA,TS,10.9,17,53.3,43.7,1.22,2.5,0,0,0,0,1,1,0,0,0,1,2 EPT,none,VNA,-10,NA,VNA,natural,1,0,0,0,1,0
99,124,45.17566,-122.16295,0.23,Unnamed trib to Clackamas River,S09,OR_w,V,Y,P,I,I,P,P,1,0,0,4/30/2009,0:40,3,2,3,1.5,3,0,1.5,0,0,1.5,1.5,0,0.75,3,1,0,3,3,0,0,0,NA,NA,14,3,7.75,24.75,1.43,49.3,44,43,0,Continuous surface flow,100,VNA,NA,0.01088,5.6,45,49.3,47.8,1.03,3,1,0,0,0,3,3,0,0,0,3,5 EPT,none,VNA,5,NA,VNA,natural,1,1,1,0,1,0
100,127,44.40829,-122.21814,0.24,Unnamed trib to Sheep Creek,S09,OR_w,V,Y,P,P,P,P,P,1,1,0,5/27/2009,1:05,3,3,3,1.5,3,1,1.5,3,3,1.5,1.5,0,0.75,3,0.5,0,3,3,1,1.5,0,NA,NA,16,9,8.75,33.75,1.43,58.6,33,30,0,Continuous surface flow,100,VNA,NA,0.01493,9.1,52.9,58.6,53.5,1.1,4,3,0,1,0,3,2,0,0,0,3,5 EPT,salamander,VNA,5,NA,VNA,natural,1,1,1,0,1,0
101,129,44.28803,-122.03218,0.99,Payne Creek,S09,OR_w,V,Y,P,P,P,P,P,1,0,1,5/27/2009,0:45,3,3,3,1.5,3,1,1,1,0,1.5,1,0,0.75,3,0,0,3,3,0,0,2,0,NA,15.5,3.5,8.75,27.75,1.66,101.3,4,4,0,Continuous surface flow,100,VNA,NA,0.09407,7.4,65.6,100,93.4,1.07,8.75,2,0,0,0,4,0,0,0,0,4,5 EPT,none,VNA,-30,NA,VNA,natural,1,1,1,1,0,1
102,130,44.39396,-122.17756,0.17,Snow Creek,S09,OR_w,V,Y,P,P,I,P,P,1,0,0,5/27/2009,0:30,2,2,3,1.5,3,0,1.5,2,0,1.5,0,0,0.75,0,0,0,3,3,0,0,0,0,NA,13,3.5,3.75,20.25,0,30,22,22,0,Continuous surface flow,100,VNA,NA,TS,7.2,39.9,NA,30,NA,NA,3,0,0,0,3,1,0,0,0,4,5 EPT,none,VNA,-30,NA,VNA,natural,1,1,1,1,1,0
103,131,45.19466,-122.19229,0.17,Unnamed trib to Clackamas River,S09,OR_w,V,Y,I,P,P,P,P,0,1,0,4/30/2009,1:25,3,3,3,1.5,3,1,1.5,0,0,1.5,1.5,0,0.75,3,0.5,0,2,2,1,1.5,0,NA,NA,16,3,7.75,26.75,1.13,45,27,25,0,Continuous surface flow,100,VNA,NA,0.00157,8.1,56.8,45,42,1.07,2,0,0,0,0,4,1,0,0,0,2,2 EPT,amphibian eggs,VNA,0,NA,VNA,natural,1,1,1,0,1,0
104,133,43.61143,-122.11526,0.46,Unnamed trib to Salt Creek,S09,OR_w,V,Y,P,I,P,P,P,1,0,0,5/20/2009,0:47,3,3,3,1.5,3,2,1.5,0,0,1.5,0,0,0.5,3,0.5,0,3,3,0,0,0,0,NA,17,1.5,7,25.5,2.5,60,12,12,5,Continuous surface flow,100,VNA,NA,0.22548,4.5,48.5,60,NR,NR,3.5,1,0,0,0,2,2,0,0,0,4,5 EPT,none,VNA,0,NA,VNA,natural,1,0,1,1,0,0
105,136,44.39264,-122.17999,0.08,Unnamed trib to Snow Creek,S09,OR_w,V,Y,P,P,P,P,P,1,0,0,5/27/2009,0:30,3,3,3,1.5,3,3,1.5,1,0,1.5,1.5,0,1.5,3,0,0,3,3,0,0,0,NA,NA,18,4,7.5,29.5,1.26,50.6,47,39,10,Continuous surface flow,100,VNA,NA,0.00715,9.5,25.8,50.6,42,1.2,2.5,2,0,0,0,2,1,0,0,0,3,5 EPT,none,VNA,-30,NA,VNA,natural,1,1,1,0,1,0
106,137,45.08608,-122.05639,0.06,Unnamed trib to Clackamas River,S09,OR_w,V,Y,E,I,E,E,E,0,0,0,4/30/2009,0:30,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,NA,0,0,0.5,0.5,0,30,20,20,0,Surface water absent,0,VNA,0,0,NA,NA,NA,30,NA,0,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-30,VNA,natural,0,0,0,0,1,0
107,141,44.40413,-122.31182,64,Unnamed trib to South Santiam River,S09,OR_w,V,Y,E,P,I,E,E,0,0,0,5/27/2009,0:45,3,2,3,1.5,3,3,1,0,0,1,1.5,0,0.75,1,0,0,0,0,0,0,0,NA,NA,16.5,2.5,1.75,20.75,1.067,48,31,22,5,Surface water absent,0,VNA,0,0,NA,NA,48,34.5,1.39,2.5,0,0,0,0,0,0,0,0,0,0,none,none,VNA,NA,-20,VNA,natural,0,1,0,0,1,0
